***All slide window sequence number prediction probability***
Number	annotation	Promoter	Promoter probability
1318	CRE18453 upstream (2000bp),site:1317-1617	No	0.30779
1319	CRE18453 upstream (2000bp),site:1318-1618	No	0.246602
1320	CRE18453 upstream (2000bp),site:1319-1619	No	0.202627
1321	CRE18453 upstream (2000bp),site:1320-1620	Yes	0.5
1322	CRE18453 upstream (2000bp),site:1321-1621	No	0.234175
1323	CRE18453 upstream (2000bp),site:1322-1622	No	0.0792314
1324	CRE18453 upstream (2000bp),site:1323-1623	No	0.280628
1325	CRE18453 upstream (2000bp),site:1324-1624	No	0.274542
1326	CRE18453 upstream (2000bp),site:1325-1625	No	0.235966
1327	CRE18453 upstream (2000bp),site:1326-1626	No	0.0257926
1328	CRE18453 upstream (2000bp),site:1327-1627	No	0.30062
1329	CRE18453 upstream (2000bp),site:1328-1628	Yes	0.858373
1330	CRE18453 upstream (2000bp),site:1329-1629	No	0.211335
1331	CRE18453 upstream (2000bp),site:1330-1630	No	0.142555
1332	CRE18453 upstream (2000bp),site:1331-1631	Yes	0.651533
1333	CRE18453 upstream (2000bp),site:1332-1632	No	0.162131
1334	CRE18453 upstream (2000bp),site:1333-1633	No	0.228167
1335	CRE18453 upstream (2000bp),site:1334-1634	No	0.019117
1336	CRE18453 upstream (2000bp),site:1335-1635	No	0.0143189
1337	CRE18453 upstream (2000bp),site:1336-1636	No	0.0746016
1338	CRE18453 upstream (2000bp),site:1337-1637	No	0.0918429
1339	CRE18453 upstream (2000bp),site:1338-1638	No	0.0458965
1340	CRE18453 upstream (2000bp),site:1339-1639	No	0.0282191
1341	CRE18453 upstream (2000bp),site:1340-1640	No	0.130031
1342	CRE18453 upstream (2000bp),site:1341-1641	No	0.0239027
1343	CRE18453 upstream (2000bp),site:1342-1642	No	0.141405
1344	CRE18453 upstream (2000bp),site:1343-1643	No	0.036487
1345	CRE18453 upstream (2000bp),site:1344-1644	No	0.0274092
1346	CRE18453 upstream (2000bp),site:1345-1645	No	0.0491496
1347	CRE18453 upstream (2000bp),site:1346-1646	No	0.0256196
1348	CRE18453 upstream (2000bp),site:1347-1647	No	0.0296093
1349	CRE18453 upstream (2000bp),site:1348-1648	No	0.139112
1350	CRE18453 upstream (2000bp),site:1349-1649	No	0.017272
1351	CRE18453 upstream (2000bp),site:1350-1650	No	0.0171589
1352	CRE18453 upstream (2000bp),site:1351-1651	No	0.195846
1353	CRE18453 upstream (2000bp),site:1352-1652	No	0.0307036
1354	CRE18453 upstream (2000bp),site:1353-1653	No	0.0055666
1355	CRE18453 upstream (2000bp),site:1354-1654	No	0.0270164
1356	CRE18453 upstream (2000bp),site:1355-1655	No	0.0228176
1357	CRE18453 upstream (2000bp),site:1356-1656	No	0.123162
1358	CRE18453 upstream (2000bp),site:1357-1657	No	0.106
1359	CRE18453 upstream (2000bp),site:1358-1658	No	0.0758743
1360	CRE18453 upstream (2000bp),site:1359-1659	No	0.162719
1361	CRE18453 upstream (2000bp),site:1360-1660	No	0.334421
1362	CRE18453 upstream (2000bp),site:1361-1661	No	0.0519613
1363	CRE18453 upstream (2000bp),site:1362-1662	No	0.0569319
1364	CRE18453 upstream (2000bp),site:1363-1663	No	0.298564
1365	CRE18453 upstream (2000bp),site:1364-1664	No	0.449568
1366	CRE18453 upstream (2000bp),site:1365-1665	Yes	0.984154
1367	CRE18453 upstream (2000bp),site:1366-1666	Yes	0.660412
1368	CRE18453 upstream (2000bp),site:1367-1667	Yes	0.862429
1369	CRE18453 upstream (2000bp),site:1368-1668	Yes	0.731909
1370	CRE18453 upstream (2000bp),site:1369-1669	No	0.100354
1371	CRE18453 upstream (2000bp),site:1370-1670	No	0.0992753
1372	CRE18453 upstream (2000bp),site:1371-1671	No	0.212055
1373	CRE18453 upstream (2000bp),site:1372-1672	No	0.247629
1374	CRE18453 upstream (2000bp),site:1373-1673	No	0.0361371
1375	CRE18453 upstream (2000bp),site:1374-1674	No	0.111584
1376	CRE18453 upstream (2000bp),site:1375-1675	No	0.0769143
1377	CRE18453 upstream (2000bp),site:1376-1676	No	0.329337
1378	CRE18453 upstream (2000bp),site:1377-1677	No	0.0187166
1379	CRE18453 upstream (2000bp),site:1378-1678	No	0.349123
1380	CRE18453 upstream (2000bp),site:1379-1679	No	0.0639745
1381	CRE18453 upstream (2000bp),site:1380-1680	No	0.0393164
1382	CRE18453 upstream (2000bp),site:1381-1681	No	0.0038839
1383	CRE18453 upstream (2000bp),site:1382-1682	No	0.139625
1384	CRE18453 upstream (2000bp),site:1383-1683	No	0.228112
1385	CRE18453 upstream (2000bp),site:1384-1684	No	0.122031
1386	CRE18453 upstream (2000bp),site:1385-1685	No	0.00754663
1387	CRE18453 upstream (2000bp),site:1386-1686	No	0.0927429
1388	CRE18453 upstream (2000bp),site:1387-1687	Yes	0.966038
1389	CRE18453 upstream (2000bp),site:1388-1688	Yes	0.869178
1390	CRE18453 upstream (2000bp),site:1389-1689	No	0.386113
1391	CRE18453 upstream (2000bp),site:1390-1690	No	0.217073
1392	CRE18453 upstream (2000bp),site:1391-1691	Yes	0.614818
1393	CRE18453 upstream (2000bp),site:1392-1692	Yes	0.84514
1394	CRE18453 upstream (2000bp),site:1393-1693	Yes	0.876554
1395	CRE18453 upstream (2000bp),site:1394-1694	Yes	0.665262
1396	CRE18453 upstream (2000bp),site:1395-1695	Yes	0.846988
1397	CRE18453 upstream (2000bp),site:1396-1696	Yes	0.505494
1398	CRE18453 upstream (2000bp),site:1397-1697	No	0.012368
1399	CRE18453 upstream (2000bp),site:1398-1698	No	0.00638744
1400	CRE18453 upstream (2000bp),site:1399-1699	No	0.248614
1401	CRE18453 upstream (2000bp),site:1400-1700	Yes	0.702006
1402	CRE18453 upstream (2000bp),site:1401-1701	No	0.381678
1403	CRE18453 upstream (2000bp),site:1402-1702	No	0.0230114
1404	CRE18453 upstream (2000bp),site:1403-1703	No	0.0103886
1405	CRE18453 upstream (2000bp),site:1404-1704	No	1.76538e-005
1406	CRE18453 upstream (2000bp),site:1405-1705	No	0.185584
1407	CRE18453 upstream (2000bp),site:1406-1706	No	0.364085
1408	CRE18453 upstream (2000bp),site:1407-1707	No	0.427313
1409	CRE18453 upstream (2000bp),site:1408-1708	No	0.0638781
1410	CRE18453 upstream (2000bp),site:1409-1709	No	0.0372928
1411	CRE18453 upstream (2000bp),site:1410-1710	No	0.0237512
1412	CRE18453 upstream (2000bp),site:1411-1711	No	0.0134638
1413	CRE18453 upstream (2000bp),site:1412-1712	No	0.0549873
1414	CRE18453 upstream (2000bp),site:1413-1713	No	0.0197677
1415	CRE18453 upstream (2000bp),site:1414-1714	No	0.08841
1416	CRE18453 upstream (2000bp),site:1415-1715	No	0.0582974
1417	CRE18453 upstream (2000bp),site:1416-1716	No	0.0889195
1418	CRE18453 upstream (2000bp),site:1417-1717	Yes	0.955395
1419	CRE18453 upstream (2000bp),site:1418-1718	Yes	0.678544
1420	CRE18453 upstream (2000bp),site:1419-1719	No	0.445273
1421	CRE18453 upstream (2000bp),site:1420-1720	No	0.0569254
1422	CRE18453 upstream (2000bp),site:1421-1721	No	0.0429929
1423	CRE18453 upstream (2000bp),site:1422-1722	No	0.138196
1424	CRE18453 upstream (2000bp),site:1423-1723	No	0.116133
1425	CRE18453 upstream (2000bp),site:1424-1724	Yes	0.660035
1426	CRE18453 upstream (2000bp),site:1425-1725	Yes	0.941018
1427	CRE18453 upstream (2000bp),site:1426-1726	Yes	0.741485
1428	CRE18453 upstream (2000bp),site:1427-1727	No	0.163394
1429	CRE18453 upstream (2000bp),site:1428-1728	No	0.17501
1430	CRE18453 upstream (2000bp),site:1429-1729	No	0.0463218
1431	CRE18453 upstream (2000bp),site:1430-1730	No	0.326167
1432	CRE18453 upstream (2000bp),site:1431-1731	No	0.0571909
1433	CRE18453 upstream (2000bp),site:1432-1732	No	0.126928
1434	CRE18453 upstream (2000bp),site:1433-1733	Yes	0.861415
1435	CRE18453 upstream (2000bp),site:1434-1734	No	0.42566
1436	CRE18453 upstream (2000bp),site:1435-1735	No	0.142053
1437	CRE18453 upstream (2000bp),site:1436-1736	No	0.129627
1438	CRE18453 upstream (2000bp),site:1437-1737	No	0.173801
1439	CRE18453 upstream (2000bp),site:1438-1738	No	0.455736
1440	CRE18453 upstream (2000bp),site:1439-1739	No	0.10903
1441	CRE18453 upstream (2000bp),site:1440-1740	No	0.0120165
1442	CRE18453 upstream (2000bp),site:1441-1741	Yes	0.683053
1443	CRE18453 upstream (2000bp),site:1442-1742	Yes	0.865003
1444	CRE18453 upstream (2000bp),site:1443-1743	Yes	0.761272
1445	CRE18453 upstream (2000bp),site:1444-1744	No	0.413042
1446	CRE18453 upstream (2000bp),site:1445-1745	No	0.313361
1447	CRE18453 upstream (2000bp),site:1446-1746	No	0.100656
1448	CRE18453 upstream (2000bp),site:1447-1747	No	0.470753
1449	CRE18453 upstream (2000bp),site:1448-1748	No	0.172189
1450	CRE18453 upstream (2000bp),site:1449-1749	No	0.0663502
1451	CRE18453 upstream (2000bp),site:1450-1750	No	0.0266122
1452	CRE18453 upstream (2000bp),site:1451-1751	No	0.0213698
1453	CRE18453 upstream (2000bp),site:1452-1752	Yes	0.527487
1454	CRE18453 upstream (2000bp),site:1453-1753	No	0.281736
1455	CRE18453 upstream (2000bp),site:1454-1754	Yes	0.759933
1456	CRE18453 upstream (2000bp),site:1455-1755	No	0.472373
1457	CRE18453 upstream (2000bp),site:1456-1756	Yes	0.862135
1458	CRE18453 upstream (2000bp),site:1457-1757	Yes	0.764353
1459	CRE18453 upstream (2000bp),site:1458-1758	No	0.0904262
1460	CRE18453 upstream (2000bp),site:1459-1759	No	0.0735873
1461	CRE18453 upstream (2000bp),site:1460-1760	No	0.263064
1462	CRE18453 upstream (2000bp),site:1461-1761	No	0.355276
1463	CRE18453 upstream (2000bp),site:1462-1762	No	0.085794
1464	CRE18453 upstream (2000bp),site:1463-1763	Yes	0.520302
1465	CRE18453 upstream (2000bp),site:1464-1764	No	0.127474
1466	CRE18453 upstream (2000bp),site:1465-1765	Yes	0.507991
1467	CRE18453 upstream (2000bp),site:1466-1766	Yes	0.615676
1468	CRE18453 upstream (2000bp),site:1467-1767	No	0.213301
1469	CRE18453 upstream (2000bp),site:1468-1768	No	0.101917
1470	CRE18453 upstream (2000bp),site:1469-1769	Yes	0.713265
1471	CRE18453 upstream (2000bp),site:1470-1770	No	0.172262
1472	CRE18453 upstream (2000bp),site:1471-1771	No	0.0353074
1473	CRE18453 upstream (2000bp),site:1472-1772	Yes	0.655965
1474	CRE18453 upstream (2000bp),site:1473-1773	Yes	0.831923
1475	CRE18453 upstream (2000bp),site:1474-1774	Yes	0.836581
1476	CRE18453 upstream (2000bp),site:1475-1775	No	0.153539
1477	CRE18453 upstream (2000bp),site:1476-1776	No	0.173283
1478	CRE18453 upstream (2000bp),site:1477-1777	Yes	0.884416
1479	CRE18453 upstream (2000bp),site:1478-1778	Yes	0.975649
1480	CRE18453 upstream (2000bp),site:1479-1779	Yes	0.944636
1481	CRE18453 upstream (2000bp),site:1480-1780	No	0.374991
1482	CRE18453 upstream (2000bp),site:1481-1781	Yes	0.616104
1483	CRE18453 upstream (2000bp),site:1482-1782	Yes	0.586285
1484	CRE18453 upstream (2000bp),site:1483-1783	No	0.267824
1485	CRE18453 upstream (2000bp),site:1484-1784	No	0.0911223
1486	CRE18453 upstream (2000bp),site:1485-1785	Yes	0.583797
1487	CRE18453 upstream (2000bp),site:1486-1786	No	0.417555
1488	CRE18453 upstream (2000bp),site:1487-1787	No	0.43672
1489	CRE18453 upstream (2000bp),site:1488-1788	No	0.373702
1490	CRE18453 upstream (2000bp),site:1489-1789	Yes	0.528978
1491	CRE18453 upstream (2000bp),site:1490-1790	No	0.146699
1492	CRE18453 upstream (2000bp),site:1491-1791	Yes	0.5
1493	CRE18453 upstream (2000bp),site:1492-1792	No	0.105565
1494	CRE18453 upstream (2000bp),site:1493-1793	No	0.0203141
1495	CRE18453 upstream (2000bp),site:1494-1794	No	0.0258401
1496	CRE18453 upstream (2000bp),site:1495-1795	No	0.0635284
1497	CRE18453 upstream (2000bp),site:1496-1796	No	0.35337
1498	CRE18453 upstream (2000bp),site:1497-1797	Yes	0.974979
1499	CRE18453 upstream (2000bp),site:1498-1798	Yes	0.667159
1500	CRE18453 upstream (2000bp),site:1499-1799	Yes	0.789096
1501	CRE18453 upstream (2000bp),site:1500-1800	No	0.0687645
1502	CRE18453 upstream (2000bp),site:1501-1801	No	0.0985148
1503	CRE18453 upstream (2000bp),site:1502-1802	No	0.0103642
1504	CRE18453 upstream (2000bp),site:1503-1803	Yes	0.582876
1505	CRE18453 upstream (2000bp),site:1504-1804	Yes	0.794372
1506	CRE18453 upstream (2000bp),site:1505-1805	Yes	0.998194
1507	CRE18453 upstream (2000bp),site:1506-1806	Yes	0.992685
1508	CRE18453 upstream (2000bp),site:1507-1807	Yes	0.847174
1509	CRE18453 upstream (2000bp),site:1508-1808	No	0.260366
1510	CRE18453 upstream (2000bp),site:1509-1809	No	0.460907
1511	CRE18453 upstream (2000bp),site:1510-1810	No	0.0858112
1512	CRE18453 upstream (2000bp),site:1511-1811	No	0.0746755
1513	CRE18453 upstream (2000bp),site:1512-1812	No	0.308409
1514	CRE18453 upstream (2000bp),site:1513-1813	Yes	0.627942
1515	CRE18453 upstream (2000bp),site:1514-1814	Yes	0.50703
1516	CRE18453 upstream (2000bp),site:1515-1815	Yes	0.945523
1517	CRE18453 upstream (2000bp),site:1516-1816	Yes	0.591572
1518	CRE18453 upstream (2000bp),site:1517-1817	No	0.193845
1519	CRE18453 upstream (2000bp),site:1518-1818	No	0.117756
1520	CRE18453 upstream (2000bp),site:1519-1819	No	0.148957
1521	CRE18453 upstream (2000bp),site:1520-1820	No	0.43868
1522	CRE18453 upstream (2000bp),site:1521-1821	No	0.080088
1523	CRE18453 upstream (2000bp),site:1522-1822	Yes	0.599608
1524	CRE18453 upstream (2000bp),site:1523-1823	No	0.164517
1525	CRE18453 upstream (2000bp),site:1524-1824	No	0.265824
1526	CRE18453 upstream (2000bp),site:1525-1825	Yes	0.911863
1527	CRE18453 upstream (2000bp),site:1526-1826	Yes	0.73049
1528	CRE18453 upstream (2000bp),site:1527-1827	No	0.246556
1529	CRE18453 upstream (2000bp),site:1528-1828	No	0.174344
1530	CRE18453 upstream (2000bp),site:1529-1829	No	0.225457
1531	CRE18453 upstream (2000bp),site:1530-1830	No	0.207192
1532	CRE18453 upstream (2000bp),site:1531-1831	No	0.378839
1533	CRE18453 upstream (2000bp),site:1532-1832	Yes	0.81303
1534	CRE18453 upstream (2000bp),site:1533-1833	Yes	0.645541
1535	CRE18453 upstream (2000bp),site:1534-1834	Yes	0.550755
1536	CRE18453 upstream (2000bp),site:1535-1835	No	0.0751891
1537	CRE18453 upstream (2000bp),site:1536-1836	No	0.0119428
1538	CRE18453 upstream (2000bp),site:1537-1837	No	0.30025
1539	CRE18453 upstream (2000bp),site:1538-1838	No	0.260378
1540	CRE18453 upstream (2000bp),site:1539-1839	No	0.0407375
1541	CRE18453 upstream (2000bp),site:1540-1840	No	0.0544403
1542	CRE18453 upstream (2000bp),site:1541-1841	No	0.0115407
1543	CRE18453 upstream (2000bp),site:1542-1842	No	0.0873111
1544	CRE18453 upstream (2000bp),site:1543-1843	No	0.0498553
1545	CRE18453 upstream (2000bp),site:1544-1844	No	0.309698
1546	CRE18453 upstream (2000bp),site:1545-1845	No	0.235659
1547	CRE18453 upstream (2000bp),site:1546-1846	No	0.331519
1548	CRE18453 upstream (2000bp),site:1547-1847	Yes	0.691764
1549	CRE18453 upstream (2000bp),site:1548-1848	Yes	0.583964
1550	CRE18453 upstream (2000bp),site:1549-1849	No	0.434087
1551	CRE18453 upstream (2000bp),site:1550-1850	Yes	0.51783
1552	CRE18453 upstream (2000bp),site:1551-1851	No	0.18074
1553	CRE18453 upstream (2000bp),site:1552-1852	No	0.390747
1554	CRE18453 upstream (2000bp),site:1553-1853	Yes	0.721903
1555	CRE18453 upstream (2000bp),site:1554-1854	No	0.0306908
1556	CRE18453 upstream (2000bp),site:1555-1855	No	0.104537
1557	CRE18453 upstream (2000bp),site:1556-1856	No	0.431237
1558	CRE18453 upstream (2000bp),site:1557-1857	Yes	0.727874
1559	CRE18453 upstream (2000bp),site:1558-1858	No	0.435736
1560	CRE18453 upstream (2000bp),site:1559-1859	No	0.17141
1561	CRE18453 upstream (2000bp),site:1560-1860	Yes	0.624886
1562	CRE18453 upstream (2000bp),site:1561-1861	Yes	0.85343
1563	CRE18453 upstream (2000bp),site:1562-1862	Yes	0.795107
1564	CRE18453 upstream (2000bp),site:1563-1863	No	0.155548
1565	CRE18453 upstream (2000bp),site:1564-1864	No	0.0324703
1566	CRE18453 upstream (2000bp),site:1565-1865	No	0.0303885
1567	CRE18453 upstream (2000bp),site:1566-1866	No	0.0371484
1568	CRE18453 upstream (2000bp),site:1567-1867	Yes	0.63408
1569	CRE18453 upstream (2000bp),site:1568-1868	No	0.266433
1570	CRE18453 upstream (2000bp),site:1569-1869	No	0.0351164
1571	CRE18453 upstream (2000bp),site:1570-1870	No	0.48933
1572	CRE18453 upstream (2000bp),site:1571-1871	Yes	0.574919
1573	CRE18453 upstream (2000bp),site:1572-1872	Yes	0.635884
1574	CRE18453 upstream (2000bp),site:1573-1873	Yes	0.765525
1575	CRE18453 upstream (2000bp),site:1574-1874	Yes	0.871711
1576	CRE18453 upstream (2000bp),site:1575-1875	Yes	0.996802
1577	CRE18453 upstream (2000bp),site:1576-1876	Yes	0.989187
1578	CRE18453 upstream (2000bp),site:1577-1877	Yes	0.954346
1579	CRE18453 upstream (2000bp),site:1578-1878	Yes	0.817231
1580	CRE18453 upstream (2000bp),site:1579-1879	No	0.0608366
1581	CRE18453 upstream (2000bp),site:1580-1880	No	0.391459
1582	CRE18453 upstream (2000bp),site:1581-1881	No	0.162267
1583	CRE18453 upstream (2000bp),site:1582-1882	No	0.102976
1584	CRE18453 upstream (2000bp),site:1583-1883	No	0.0444867
1585	CRE18453 upstream (2000bp),site:1584-1884	No	0.0182435
1586	CRE18453 upstream (2000bp),site:1585-1885	No	0.115345
1587	CRE18453 upstream (2000bp),site:1586-1886	No	0.119497
1588	CRE18453 upstream (2000bp),site:1587-1887	Yes	0.818953
1589	CRE18453 upstream (2000bp),site:1588-1888	Yes	0.769144
1590	CRE18453 upstream (2000bp),site:1589-1889	Yes	0.645508
1591	CRE18453 upstream (2000bp),site:1590-1890	No	0.39976
1592	CRE18453 upstream (2000bp),site:1591-1891	No	0.224732
1593	CRE18453 upstream (2000bp),site:1592-1892	No	0.0776557
1594	CRE18453 upstream (2000bp),site:1593-1893	No	0.114909
1595	CRE18453 upstream (2000bp),site:1594-1894	No	0.18619
1596	CRE18453 upstream (2000bp),site:1595-1895	No	0.154869
1597	CRE18453 upstream (2000bp),site:1596-1896	Yes	0.558558
1598	CRE18453 upstream (2000bp),site:1597-1897	Yes	0.552432
1599	CRE18453 upstream (2000bp),site:1598-1898	No	0.368922
1600	CRE18453 upstream (2000bp),site:1599-1899	No	0.475504
1601	CRE18453 upstream (2000bp),site:1600-1900	No	0.187449
1602	CRE18453 upstream (2000bp),site:1601-1901	Yes	0.798538
1603	CRE18453 upstream (2000bp),site:1602-1902	Yes	0.548077
1604	CRE18453 upstream (2000bp),site:1603-1903	Yes	0.55126
1605	CRE18453 upstream (2000bp),site:1604-1904	No	0.385868
1606	CRE18453 upstream (2000bp),site:1605-1905	Yes	0.711556
1607	CRE18453 upstream (2000bp),site:1606-1906	No	0.0215397
1608	CRE18453 upstream (2000bp),site:1607-1907	No	0.016272
1609	CRE18453 upstream (2000bp),site:1608-1908	No	0.26467
1610	CRE18453 upstream (2000bp),site:1609-1909	No	0.0856765
1611	CRE18453 upstream (2000bp),site:1610-1910	No	0.155545
1612	CRE18453 upstream (2000bp),site:1611-1911	No	0.0563876
1613	CRE18453 upstream (2000bp),site:1612-1912	No	0.0271058
1614	CRE18453 upstream (2000bp),site:1613-1913	No	0.0364896
1615	CRE18453 upstream (2000bp),site:1614-1914	No	0.00760247
1616	CRE18453 upstream (2000bp),site:1615-1915	No	0.0238604
1617	CRE18453 upstream (2000bp),site:1616-1916	No	0.0390453
1618	CRE18453 upstream (2000bp),site:1617-1917	No	0.261389
1619	CRE18453 upstream (2000bp),site:1618-1918	No	0.0251191
1620	CRE18453 upstream (2000bp),site:1619-1919	No	0.0250079
1621	CRE18453 upstream (2000bp),site:1620-1920	No	0.0580273
1622	CRE18453 upstream (2000bp),site:1621-1921	No	0.0227936
1623	CRE18453 upstream (2000bp),site:1622-1922	No	0.0700854
1624	CRE18453 upstream (2000bp),site:1623-1923	No	0.244083
1625	CRE18453 upstream (2000bp),site:1624-1924	No	0.0703674
1626	CRE18453 upstream (2000bp),site:1625-1925	No	0.0545873
1627	CRE18453 upstream (2000bp),site:1626-1926	No	0.169271
1628	CRE18453 upstream (2000bp),site:1627-1927	No	0.413288
1629	CRE18453 upstream (2000bp),site:1628-1928	No	0.0403465
1630	CRE18453 upstream (2000bp),site:1629-1929	No	0.0479688
1631	CRE18453 upstream (2000bp),site:1630-1930	No	0.0848876
1632	CRE18453 upstream (2000bp),site:1631-1931	No	0.124367
1633	CRE18453 upstream (2000bp),site:1632-1932	No	0.0963472
1634	CRE18453 upstream (2000bp),site:1633-1933	No	0.0112214
1635	CRE18453 upstream (2000bp),site:1634-1934	No	0.0393752
1636	CRE18453 upstream (2000bp),site:1635-1935	No	0.249286
1637	CRE18453 upstream (2000bp),site:1636-1936	No	0.346404
1638	CRE18453 upstream (2000bp),site:1637-1937	Yes	0.872371
1639	CRE18453 upstream (2000bp),site:1638-1938	Yes	0.953271
1640	CRE18453 upstream (2000bp),site:1639-1939	Yes	0.890101
1641	CRE18453 upstream (2000bp),site:1640-1940	No	0.119983
1642	CRE18453 upstream (2000bp),site:1641-1941	No	0.0434365
1643	CRE18453 upstream (2000bp),site:1642-1942	No	0.0963188
1644	CRE18453 upstream (2000bp),site:1643-1943	No	0.239806
1645	CRE18453 upstream (2000bp),site:1644-1944	Yes	0.512806
1646	CRE18453 upstream (2000bp),site:1645-1945	No	0.0492727
1647	CRE18453 upstream (2000bp),site:1646-1946	No	0.344946
1648	CRE18453 upstream (2000bp),site:1647-1947	No	0.310836
1649	CRE18453 upstream (2000bp),site:1648-1948	No	0.207855
1650	CRE18453 upstream (2000bp),site:1649-1949	No	0.120125
1651	CRE18453 upstream (2000bp),site:1650-1950	No	0.0517569
1652	CRE18453 upstream (2000bp),site:1651-1951	No	0.131682
1653	CRE18453 upstream (2000bp),site:1652-1952	No	0.351687
1654	CRE18453 upstream (2000bp),site:1653-1953	No	0.043542
1655	CRE18453 upstream (2000bp),site:1654-1954	No	0.215712
1656	CRE18453 upstream (2000bp),site:1655-1955	No	0.0775607
1657	CRE18453 upstream (2000bp),site:1656-1956	No	0.158633
1658	CRE18453 upstream (2000bp),site:1657-1957	No	0.0828246
1659	CRE18453 upstream (2000bp),site:1658-1958	No	0.282921
1660	CRE18453 upstream (2000bp),site:1659-1959	No	0.0217659
1661	CRE18453 upstream (2000bp),site:1660-1960	No	0.0185023
1662	CRE18453 upstream (2000bp),site:1661-1961	No	0.173961
1663	CRE18453 upstream (2000bp),site:1662-1962	No	0.0218767
1664	CRE18453 upstream (2000bp),site:1663-1963	No	0.0187274
1665	CRE18453 upstream (2000bp),site:1664-1964	No	0.04582
1666	CRE18453 upstream (2000bp),site:1665-1965	No	0.0899264
1667	CRE18453 upstream (2000bp),site:1666-1966	No	0.0763224
1668	CRE18453 upstream (2000bp),site:1667-1967	No	0.0719467
1669	CRE18453 upstream (2000bp),site:1668-1968	No	0.196073
1670	CRE18453 upstream (2000bp),site:1669-1969	No	0.156471
1671	CRE18453 upstream (2000bp),site:1670-1970	No	0.0733971
1672	CRE18453 upstream (2000bp),site:1671-1971	No	0.0502522
1673	CRE18453 upstream (2000bp),site:1672-1972	No	0.0381892
1674	CRE18453 upstream (2000bp),site:1673-1973	No	0.0944189
1675	CRE18453 upstream (2000bp),site:1674-1974	No	0.0548852
1676	CRE18453 upstream (2000bp),site:1675-1975	No	0.00754947
1677	CRE18453 upstream (2000bp),site:1676-1976	No	0.0149082
1678	CRE18453 upstream (2000bp),site:1677-1977	No	0.0361935
1679	CRE18453 upstream (2000bp),site:1678-1978	No	0.0603933
1680	CRE18453 upstream (2000bp),site:1679-1979	No	0.0153513
1681	CRE18453 upstream (2000bp),site:1680-1980	No	0.0256985
1682	CRE18453 upstream (2000bp),site:1681-1981	No	0.0213479
1683	CRE18453 upstream (2000bp),site:1682-1982	No	0.0146674
1684	CRE18453 upstream (2000bp),site:1683-1983	No	0.0746492
1685	CRE18453 upstream (2000bp),site:1684-1984	No	0.0538227
1686	CRE18453 upstream (2000bp),site:1685-1985	No	0.03559
1687	CRE18453 upstream (2000bp),site:1686-1986	No	0.245547
1688	CRE18453 upstream (2000bp),site:1687-1987	No	0.0684617
1689	CRE18453 upstream (2000bp),site:1688-1988	No	0.210335
1690	CRE18453 upstream (2000bp),site:1689-1989	No	0.401242
1691	CRE18453 upstream (2000bp),site:1690-1990	No	0.263529
1692	CRE18453 upstream (2000bp),site:1691-1991	No	0.427375
1693	CRE18453 upstream (2000bp),site:1692-1992	No	0.423076
1694	CRE18453 upstream (2000bp),site:1693-1993	No	0.0840098
1695	CRE18453 upstream (2000bp),site:1694-1994	No	0.00759653
1696	CRE18453 upstream (2000bp),site:1695-1995	No	0.00864582
1697	CRE18453 upstream (2000bp),site:1696-1996	No	0.0411448
1698	CRE18453 upstream (2000bp),site:1697-1997	No	0.172507
1699	CRE18453 upstream (2000bp),site:1698-1998	No	0.0690025
1700	CRE18453 upstream (2000bp),site:1699-1999	No	0.376128
1701	CRE18453 upstream (2000bp),site:1700-2000	No	0.254678
1702	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:0-300	No	0.0405579
1703	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:1-301	No	0.018339
1704	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:2-302	No	0.0544646
1705	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:3-303	No	0.0777474
1706	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:4-304	No	0.112807
1707	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:5-305	No	0.0679578
1708	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:6-306	No	0.0167497
1709	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:7-307	No	8.52394e-006
1710	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:8-308	No	0.00356779
1711	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:9-309	No	0.0386363
1712	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:10-310	No	0.0157745
1713	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:11-311	No	0.115212
1714	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:12-312	No	0.0236576
1715	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:13-313	No	0.0614388
1716	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:14-314	No	0.0318067
1717	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:15-315	No	0.0624835
1718	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:16-316	No	0.0384448
1719	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:17-317	No	0.0411153
1720	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:18-318	No	0.035956
1721	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:19-319	No	0.0958615
1722	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:20-320	No	0.0116313
